website,timestamp,action,duration,user
https://www.theguardian.com,2025-04-16T10:24:18.015538,open_website,-1,0
https://www.theguardian.com,2025-04-16T10:24:32.181428,inactive_wait,5,0
https://www.theguardian.com,2025-04-16T10:24:32.223299,open_website,-1,0
https://www.theguardian.com,2025-04-16T10:24:32.630421,wait,4,0
https://www.theguardian.com,2025-04-16T10:24:36.635631,scroll,-1,0
https://www.theguardian.com,2025-04-16T10:24:45.632918,scroll_duration,8.997026681900024,0
https://www.theguardian.com,2025-04-16T10:24:45.633107,wait,5,0
https://www.theguardian.com,2025-04-16T10:24:50.638706,wait,4,0
https://www.theguardian.com,2025-04-16T10:24:54.640070,wait,5,0
https://www.theguardian.com,2025-04-16T10:24:59.646084,wait,5,0
https://www.theguardian.com,2025-04-16T10:25:04.652087,wait,3,0
https://www.theguardian.com,2025-04-16T10:25:07.824489,open_website,-1,0
https://www.theguardian.com,2025-04-16T10:25:07.837744,wait,3,0
https://www.theguardian.com,2025-04-16T10:25:10.843262,wait,5,0
https://www.theguardian.com,2025-04-16T10:25:15.846311,wait,3,0
https://www.theguardian.com,2025-04-16T10:25:18.852304,scroll,-1,0
https://www.theguardian.com,2025-04-16T10:25:27.664782,scroll_duration,8.811752080917358,0
https://www.theguardian.com,2025-04-16T10:25:27.665290,wait,3,0
https://www.theguardian.com,2025-04-16T10:25:30.886470,open_website,-1,0
https://www.theguardian.com,2025-04-16T10:25:30.889301,wait,4,0
https://www.theguardian.com,2025-04-16T10:25:34.893079,wait,2,0
https://www.theguardian.com,2025-04-16T10:25:36.898692,scroll,-1,0
