website,timestamp,action,duration,user
https://www.google.com,2025-04-15T13:31:28.154072,open_website,-1,0
https://www.google.com,2025-04-15T13:31:28.155436,inactive_wait,4,0
https://www.google.com,2025-04-15T13:31:34.197152,search,-1,0
https://www.google.com,2025-04-15T13:31:34.197405,inactive_wait,6,0
https://www.google.com,2025-04-15T13:31:40.214204,wait,5,0
https://www.google.com,2025-04-15T13:31:45.219782,scroll,-1,0
https://www.google.com,2025-04-15T13:31:46.615642,scroll_duration,1.3951308727264404,0
https://www.google.com,2025-04-15T13:31:46.615947,wait,3,0
https://www.google.com,2025-04-15T13:31:51.087832,open_website,-1,0
https://www.google.com,2025-04-15T13:31:51.098161,wait,2,0
https://www.google.com,2025-04-15T13:31:53.103492,wait,4,0
https://www.google.com,2025-04-15T13:31:57.109274,inactive_wait,5,0
