website,timestamp,action,duration,user
None,2025-04-15T11:31:18.138955,open_website,-1,user1
None,2025-04-15T11:31:18.142701,inactive_wait,2,user1
None,2025-04-15T11:31:26.314326,search,-1,user1
None,2025-04-15T11:31:26.314757,inactive_wait,6,user1
None,2025-04-15T11:31:32.329444,wait,4,user1
None,2025-04-15T11:31:36.335257,wait,4,user1
https://www.google.com/search?sca_esv=4f1f0cd305a72421&q=business.com.tm&udm=39&fbs=ABzOT_CWdhQLP1FcmU5B0fn3xuWpmDtIGL1r84kuKz6yAcD_igefx-eKq1gCPHF3zhthFoneNn6lL83lY3KLybUMxCNDHQus4VIx3LaatjzUq_py4-z0NEea5j6m-ShGqcvkgwa7YL_cpftK8rFdef2RXyuxn09jWyfDsjrcGuykR1SAoJnkN8Sz924wW8A0o07VQl9r34Yq8lOMRoBW6WOU2j1eDbMW-g&sa=X&ved=2ahUKEwjay9qZu9qMAxValokEHWrgEakQs6gLegQIDhAB,2025-04-15T11:31:40.507528,open_website,-1,user1
None,2025-04-15T11:31:41.653102,scroll,-1,user1
None,2025-04-15T11:31:43.264025,scroll_duration,1.6105780601501465,user1
None,2025-04-15T11:31:43.264340,wait,3,user1
None,2025-04-15T11:31:46.270393,wait,4,user1
None,2025-04-15T11:31:50.274870,wait,2,user1
