website,timestamp,action,duration,user
https://www.tiktok.com/foryou,2025-04-17T09:40:37.829233,open_website,-1,0
https://www.tiktok.com,2025-04-17T09:40:38.368776,inactive_wait,-1,0
https://www.tiktok.com,2025-04-17T09:40:38.434824,wait,1.5091088911189847,0
https://www.tiktok.com,2025-04-17T09:40:39.972748,scroll,-1,0
https://www.tiktok.com,2025-04-17T09:40:39.972916,inactive_wait,2,0
https://www.tiktok.com,2025-04-17T09:40:41.977549,inactive_wait,-1,0
https://www.tiktok.com,2025-04-17T09:40:41.981193,wait,8.374571039709632,0
https://www.tiktok.com,2025-04-17T09:40:50.374943,scroll,-1,0
https://www.tiktok.com,2025-04-17T09:40:50.375164,inactive_wait,2,0
https://www.tiktok.com,2025-04-17T09:40:52.380700,inactive_wait,-1,0
https://www.tiktok.com,2025-04-17T09:40:52.390881,wait,18.779875898293685,0
https://www.tiktok.com,2025-04-17T09:41:11.193099,scroll,-1,0
https://www.tiktok.com,2025-04-17T09:41:11.193327,inactive_wait,2,0
https://www.tiktok.com,2025-04-17T09:41:13.198791,inactive_wait,-1,0
https://www.tiktok.com,2025-04-17T09:41:13.204921,wait,30.21766194195732,0
https://www.tiktok.com,2025-04-17T09:41:43.440565,scroll,-1,0
https://www.tiktok.com,2025-04-17T09:41:43.440840,inactive_wait,2,0
