website,timestamp,action,duration,user
https://www.tiktok.com/foryou,2025-04-19T20:20:18.076425,open_website,-1,0
https://www.tiktok.com,2025-04-19T20:20:19.106267,inactive_wait,-1,0
https://www.tiktok.com,2025-04-19T20:20:19.126592,wait,1.030372357669147,0
https://www.tiktok.com,2025-04-19T20:20:20.207199,scroll,-1,0
https://www.tiktok.com,2025-04-19T20:20:20.207327,inactive_wait,2,0
https://www.tiktok.com,2025-04-19T20:20:22.211602,inactive_wait,-1,0
https://www.tiktok.com,2025-04-19T20:20:22.225915,wait,5.376845112997247,0
https://www.tiktok.com,2025-04-19T20:20:27.649409,scroll,-1,0
https://www.tiktok.com,2025-04-19T20:20:27.649602,inactive_wait,2,0
https://www.tiktok.com,2025-04-19T20:20:29.655402,inactive_wait,-1,0
https://www.tiktok.com,2025-04-19T20:20:29.671032,wait,4.949011076714211,0
https://www.tiktok.com,2025-04-19T20:20:34.667718,scroll,-1,0
https://www.tiktok.com,2025-04-19T20:20:34.667907,inactive_wait,2,0
https://www.tiktok.com,2025-04-19T20:20:36.673594,inactive_wait,-1,0
https://www.tiktok.com,2025-04-19T20:20:36.688643,wait,17.329663029908374,0
https://www.tiktok.com,2025-04-19T20:20:54.060554,scroll,-1,0
https://www.tiktok.com,2025-04-19T20:20:54.060751,inactive_wait,2,0
https://www.tiktok.com,2025-04-19T20:20:56.066642,inactive_wait,-1,0
https://www.tiktok.com,2025-04-19T20:20:56.084022,wait,63.70312774057921,0
https://www.tiktok.com,2025-04-19T20:21:59.837270,scroll,-1,0
https://www.tiktok.com,2025-04-19T20:21:59.837478,inactive_wait,2,0
https://www.tiktok.com,2025-04-19T20:22:01.843321,inactive_wait,-1,0
https://www.tiktok.com,2025-04-19T20:22:01.859908,wait,12.341707515230224,0
https://www.tiktok.com,2025-04-19T20:22:14.250714,scroll,-1,0
https://www.tiktok.com,2025-04-19T20:22:14.250939,inactive_wait,2,0
https://www.tiktok.com,2025-04-19T20:22:16.256562,inactive_wait,-1,0
https://www.tiktok.com,2025-04-19T20:22:16.302255,wait,4.7247677379530995,0
https://www.tiktok.com,2025-04-19T20:22:21.070960,scroll,-1,0
https://www.tiktok.com,2025-04-19T20:22:21.071145,inactive_wait,2,0
https://www.tiktok.com,2025-04-19T20:22:23.077093,inactive_wait,-1,0
https://www.tiktok.com,2025-04-19T20:22:23.094327,wait,17.44767438226509,0
https://www.tiktok.com,2025-04-19T20:22:40.589684,scroll,-1,0
https://www.tiktok.com,2025-04-19T20:22:40.589882,inactive_wait,2,0
https://www.tiktok.com,2025-04-19T20:22:42.595890,inactive_wait,-1,0
